plant_v,LDR,PH_value,VOC,Leaf_Temperature,Ambient_temperature,Nitrogen_N,phosphorus_P,potassium_K,Soil_Moisture,Scenario,Class
1.62,Bright,6.4,14 ppm,27.6C,28.8C,80,41,215,68,Normal monitoring,Healthy
1.65,Dim,5.9,24 ppm,38.9C,31.8C,48,22,95,20,Normal monitoring,Water Stress
1.64,Bright,4.9,19 ppm,35.2C,33.5C,31,13,102,64,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.9,6 ppm,22.3C,19.7C,87,39,205,66,Normal monitoring,Healthy
1.64,Dim,3.8,45 ppm,44.4C,35.3C,62,29,184,69,Pest infection,Disease
1.63,Bright,5.7,17 ppm,33.4C,26.2C,44,16,115,24,Normal monitoring,Water Stress
1.7,Bright,3.8,40 ppm,38.5C,34.5C,75,28,156,71,Fungal infection,Disease
1.66,Dim,5.9,10 ppm,15.5C,15.0C,85,47,207,65,Normal monitoring,Healthy
1.64,Bright,3.7,63 ppm,35.6C,27.8C,68,39,191,70,Fungal infection,Disease
1.61,Bright,5.9,14 ppm,34.5C,33.4C,77,41,206,63,Normal monitoring,Healthy
1.65,Dim,5.0,18 ppm,35.3C,34.2C,33,18,118,54,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.2,59 ppm,26.1C,22.7C,72,29,163,80,Fungal infection,Disease
1.65,Bright,3.8,50 ppm,21.9C,17.9C,65,29,176,84,Fungal infection,Disease
1.7,Dim,5.2,11 ppm,33.0C,31.5C,49,14,116,52,Normal monitoring,Nutrient Deficiency
1.7,Bright,4.0,39 ppm,33.5C,25.7C,75,28,176,71,Pest infection,Disease
1.68,Dim,6.0,16 ppm,33.9C,26.0C,37,20,114,25,Normal monitoring,Water Stress
1.64,Bright,6.0,17 ppm,32.8C,27.2C,49,28,98,20,Normal monitoring,Water Stress
1.63,Bright,5.6,21 ppm,36.8C,30.5C,38,26,128,24,Normal monitoring,Water Stress
1.69,Dim,6.0,10 ppm,31.3C,29.3C,83,45,193,56,Normal monitoring,Healthy
1.62,Dim,6.3,10 ppm,25.9C,27.5C,77,37,209,62,Normal monitoring,Healthy
1.64,Bright,5.7,16 ppm,32.0C,26.0C,48,18,102,10,Normal monitoring,Water Stress
1.65,Bright,4.4,60 ppm,40.8C,34.3C,61,31,166,82,Fungal infection,Disease
1.66,Dim,6.0,10 ppm,34.2C,33.7C,76,42,217,69,Normal monitoring,Healthy
1.63,Bright,5.2,18 ppm,28.7C,26.8C,36,10,102,55,Normal monitoring,Nutrient Deficiency
1.61,Bright,3.6,64 ppm,43.4C,33.5C,69,28,161,77,Fungal infection,Disease
1.63,Dim,3.8,38 ppm,41.0C,31.1C,64,33,183,71,Fungal infection,Disease
1.63,Bright,4.3,49 ppm,36.2C,29.1C,60,36,158,74,Fungal infection,Disease
1.54,Bright,4.9,17 ppm,37.2C,33.9C,21,17,107,56,Normal monitoring,Nutrient Deficiency
1.62,Dim,5.8,23 ppm,43.7C,37.0C,41,22,117,22,Normal monitoring,Water Stress
1.63,Bright,3.8,55 ppm,27.3C,23.8C,70,30,178,73,Bacterial infection,Disease
1.67,Bright,6.2,7 ppm,40.1C,37.6C,79,37,205,67,Normal monitoring,Healthy
1.62,Dim,5.6,22 ppm,33.0C,27.7C,48,21,114,24,Normal monitoring,Water Stress
1.6,Dim,5.3,19 ppm,34.4C,33.5C,21,18,109,58,Normal monitoring,Nutrient Deficiency
1.62,Dim,5.0,14 ppm,20.6C,17.9C,35,10,80,56,Normal monitoring,Nutrient Deficiency
1.61,Bright,3.7,45 ppm,45.1C,36.7C,71,25,172,83,Fungal infection,Disease
1.66,Dim,6.0,16 ppm,23.2C,17.1C,44,15,93,10,Normal monitoring,Water Stress
1.63,Bright,4.9,16 ppm,21.8C,20.7C,25,18,104,58,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.8,19 ppm,38.5C,30.7C,45,27,94,26,Normal monitoring,Water Stress
1.67,Bright,4.8,12 ppm,29.9C,27.8C,34,12,92,53,Normal monitoring,Nutrient Deficiency
1.65,Bright,4.7,19 ppm,35.2C,33.5C,29,15,101,59,Normal monitoring,Nutrient Deficiency
1.67,Bright,4.8,12 ppm,31.0C,29.3C,33,18,103,58,Normal monitoring,Nutrient Deficiency
1.61,Bright,5.8,21 ppm,36.2C,29.7C,43,19,91,10,Normal monitoring,Water Stress
1.65,Dim,6.3,11 ppm,39.5C,36.6C,82,49,210,55,Normal monitoring,Healthy
1.67,Dim,6.2,12 ppm,32.0C,33.5C,79,43,206,63,Normal monitoring,Healthy
1.64,Dim,5.1,12 ppm,38.3C,36.5C,24,15,104,51,Normal monitoring,Nutrient Deficiency
1.67,Bright,5.8,20 ppm,38.6C,31.3C,39,18,110,29,Normal monitoring,Water Stress
1.7,Dim,4.7,11 ppm,19.8C,19.0C,48,14,117,55,Normal monitoring,Nutrient Deficiency
1.68,Bright,5.6,21 ppm,32.0C,26.3C,36,16,104,26,Normal monitoring,Water Stress
1.65,Bright,3.8,42 ppm,35.1C,27.2C,58,27,142,79,Viral infection,Disease
1.65,Bright,5.9,5 ppm,24.5C,26.4C,87,42,214,61,Normal monitoring,Healthy
1.67,Bright,3.8,32 ppm,27.2C,19.9C,79,32,179,69,Bacterial infection,Disease
1.62,Bright,5.9,5 ppm,19.8C,18.7C,86,36,218,58,Normal monitoring,Healthy
1.66,Bright,5.5,17 ppm,33.9C,30.9C,24,19,98,50,Normal monitoring,Nutrient Deficiency
1.64,Bright,5.3,14 ppm,38.5C,34.9C,21,16,81,55,Normal monitoring,Nutrient Deficiency
1.66,Bright,5.9,14 ppm,31.6C,29.1C,86,46,201,58,Normal monitoring,Healthy
1.68,Bright,4.2,36 ppm,40.9C,34.8C,72,39,187,76,Fungal infection,Disease
1.65,Dim,5.4,17 ppm,36.1C,33.0C,44,19,109,60,Normal monitoring,Nutrient Deficiency
1.67,Bright,5.8,18 ppm,24.4C,17.2C,46,20,123,28,Normal monitoring,Water Stress
1.62,Bright,4.7,19 ppm,26.0C,23.0C,34,12,86,61,Normal monitoring,Nutrient Deficiency
1.63,Dim,5.7,20 ppm,20.0C,14.1C,38,27,112,13,Normal monitoring,Water Stress
1.66,Dim,4.3,54 ppm,41.5C,36.9C,53,26,156,65,Viral infection,Disease
1.68,Bright,4.9,15 ppm,18.0C,15.0C,21,12,113,64,Normal monitoring,Nutrient Deficiency
1.65,Dim,4.0,62 ppm,40.7C,33.7C,69,33,195,84,Fungal infection,Disease
